Parking,Day,Month,Year,DayWeek,Timeslot,Holiday,Schoolday,Temperature,Humidity,CheckIn,CheckOut
VEGUETA,29,12,2022,J,20,N,N,21.0,0.69,63,71
VEGUETA,29,12,2022,J,21,N,N,21.0,0.69,39,93
VEGUETA,29,12,2022,J,22,N,N,21.0,0.64,20,48
VEGUETA,29,12,2022,J,23,N,N,19.0,0.68,6,52
VEGUETA,30,12,2022,V,0,N,N,19.0,0.73,3,38
VEGUETA,30,12,2022,V,1,N,N,20.0,0.68,1,14
VEGUETA,30,12,2022,V,2,N,N,21.0,0.64,0,3
VEGUETA,30,12,2022,V,3,N,N,20.0,0.64,0,5
VEGUETA,30,12,2022,V,4,N,N,21.0,0.6,2,2
VEGUETA,30,12,2022,V,5,N,N,21.0,0.6,2,4
VEGUETA,30,12,2022,V,6,N,N,20.0,0.64,8,7
VEGUETA,30,12,2022,V,7,N,N,20.0,0.68,44,16
VEGUETA,30,12,2022,V,8,N,N,20.0,0.68,101,47
VEGUETA,30,12,2022,V,9,N,N,22.0,0.6,141,60
VEGUETA,30,12,2022,V,10,N,N,23.0,0.61,157,125
VEGUETA,30,12,2022,V,11,N,N,23.0,0.65,109,108
VEGUETA,30,12,2022,V,12,N,N,24.0,0.57,128,128
VEGUETA,30,12,2022,V,13,N,N,24.0,0.54,96,109
VEGUETA,30,12,2022,V,14,N,N,23.0,0.57,96,92
VEGUETA,30,12,2022,V,15,N,N,23.0,0.61,78,75
VEGUETA,30,12,2022,V,16,N,N,22.0,0.6,106,105
VEGUETA,30,12,2022,V,17,N,N,22.0,0.6,79,81
VEGUETA,30,12,2022,V,18,N,N,21.0,0.73,80,80
VEGUETA,30,12,2022,V,19,N,N,21.0,0.6,82,82
VEGUETA,30,12,2022,V,20,N,N,21.0,0.6,63,70
VEGUETA,30,12,2022,V,21,N,N,20.0,0.68,34,94
VEGUETA,30,12,2022,V,22,N,N,19.0,0.73,23,47
VEGUETA,30,12,2022,V,23,N,N,19.0,0.73,3,50
VEGUETA,31,12,2022,S,0,N,N,18.0,0.83,3,40
VEGUETA,31,12,2022,S,1,N,N,19.0,0.68,0,10
VEGUETA,31,12,2022,S,2,N,N,20.0,0.6,0,10
VEGUETA,31,12,2022,S,3,N,N,19.0,0.64,0,3
VEGUETA,31,12,2022,S,4,N,N,19.0,0.64,0,1
VEGUETA,31,12,2022,S,5,N,N,19.0,0.64,3,0
VEGUETA,31,12,2022,S,6,N,N,19.0,0.64,13,4
VEGUETA,31,12,2022,S,7,N,N,18.0,0.73,33,21
VEGUETA,31,12,2022,S,8,N,N,19.0,0.68,73,53
VEGUETA,31,12,2022,S,9,N,N,21.0,0.6,108,67
VEGUETA,31,12,2022,S,10,N,N,22.0,0.57,148,87
VEGUETA,31,12,2022,S,11,N,N,23.0,0.47,149,121
VEGUETA,31,12,2022,S,12,N,N,23.0,0.53,122,114
VEGUETA,31,12,2022,S,13,N,N,23.0,0.57,117,119
VEGUETA,31,12,2022,S,14,N,N,23.0,0.57,83,88
VEGUETA,31,12,2022,S,15,N,N,23.0,0.61,43,77
VEGUETA,31,12,2022,S,16,N,N,22.0,0.64,27,58
VEGUETA,31,12,2022,S,17,N,N,21.0,0.73,39,50
VEGUETA,31,12,2022,S,18,N,N,20.0,0.78,31,69
VEGUETA,31,12,2022,S,19,N,N,19.0,0.78,15,46
VEGUETA,31,12,2022,S,20,N,N,18.0,0.83,10,28
VEGUETA,31,12,2022,S,21,N,N,18.0,0.83,8,11
VEGUETA,31,12,2022,S,22,N,N,18.0,0.83,4,2
VEGUETA,31,12,2022,S,23,N,N,18.0,0.88,4,4
