Parking,Day,Month,Year,DayWeek,Timeslot,Holiday,Schoolday,Temperature,Humidity,CheckIn,CheckOut
VEGUETA,11,12,2022,D,17,N,N,23.0,0.89,36,44
VEGUETA,11,12,2022,D,18,N,N,23.0,0.89,42,38
VEGUETA,11,12,2022,D,19,N,N,22.0,0.94,40,33
VEGUETA,11,12,2022,D,20,N,N,22.0,0.94,19,40
VEGUETA,11,12,2022,D,21,N,N,21.0,1.0,10,28
VEGUETA,11,12,2022,D,22,N,N,21.0,0.94,7,18
VEGUETA,11,12,2022,D,23,N,N,21.0,0.94,0,11
VEGUETA,12,12,2022,L,0,N,S,20.0,0.94,0,7
VEGUETA,12,12,2022,L,4,N,S,20.0,0.88,2,0
VEGUETA,12,12,2022,L,5,N,S,19.0,0.88,6,0
VEGUETA,12,12,2022,L,6,N,S,19.0,0.94,6,2
VEGUETA,12,12,2022,L,7,N,S,19.0,0.88,36,9
VEGUETA,12,12,2022,L,8,N,S,19.0,0.88,105,25
VEGUETA,12,12,2022,L,9,N,S,22.0,0.88,146,75
VEGUETA,12,12,2022,L,10,N,S,24.0,0.78,103,91
VEGUETA,12,12,2022,L,11,N,S,23.0,0.89,112,108
VEGUETA,12,12,2022,L,12,N,S,24.0,0.74,74,113
VEGUETA,12,12,2022,L,13,N,S,24.0,0.78,67,90
VEGUETA,12,12,2022,L,14,N,S,23.0,0.83,44,81
VEGUETA,12,12,2022,L,15,N,S,23.0,0.83,56,51
VEGUETA,12,12,2022,L,16,N,S,22.0,0.88,87,50
VEGUETA,12,12,2022,L,17,N,S,22.0,0.88,104,86
VEGUETA,12,12,2022,L,18,N,S,22.0,0.88,73,96
VEGUETA,12,12,2022,L,19,N,S,22.0,0.88,46,93
VEGUETA,12,12,2022,L,20,N,S,21.0,0.94,34,61
VEGUETA,12,12,2022,L,21,N,S,21.0,0.88,5,45
VEGUETA,12,12,2022,L,22,N,S,20.0,0.94,1,17
VEGUETA,12,12,2022,L,23,N,S,20.0,0.94,1,11
VEGUETA,13,12,2022,M,0,N,S,19.0,1.0,0,4
VEGUETA,13,12,2022,M,4,N,S,19.0,0.94,2,0
VEGUETA,13,12,2022,M,5,N,S,19.0,0.94,6,0
VEGUETA,13,12,2022,M,6,N,S,19.0,0.94,10,3
VEGUETA,13,12,2022,M,7,N,S,18.0,1.0,38,8
VEGUETA,13,12,2022,M,8,N,S,21.0,1.0,96,36
VEGUETA,13,12,2022,M,9,N,S,22.0,0.83,137,42
VEGUETA,13,12,2022,M,10,N,S,23.0,0.89,82,81
VEGUETA,13,12,2022,M,11,N,S,24.0,0.78,68,72
VEGUETA,13,12,2022,M,12,N,S,23.0,0.83,71,71
VEGUETA,13,12,2022,M,13,N,S,24.0,0.74,61,86
VEGUETA,13,12,2022,M,14,N,S,23.0,0.89,44,90
VEGUETA,13,12,2022,M,15,N,S,24.0,0.83,59,68
VEGUETA,13,12,2022,M,16,N,S,23.0,0.89,81,65
VEGUETA,13,12,2022,M,17,N,S,23.0,0.89,105,58
VEGUETA,13,12,2022,M,18,N,S,23.0,0.89,81,94
VEGUETA,13,12,2022,M,19,N,S,22.0,0.94,34,79
VEGUETA,13,12,2022,M,20,N,S,22.0,0.94,32,64
VEGUETA,13,12,2022,M,21,N,S,22.0,0.88,10,43
VEGUETA,13,12,2022,M,22,N,S,22.0,0.83,12,25
VEGUETA,13,12,2022,M,23,N,S,21.0,0.83,2,28
VEGUETA,14,12,2022,X,0,N,S,20.0,0.83,1,16
VEGUETA,14,12,2022,X,1,N,S,20.0,0.83,0,1
VEGUETA,14,12,2022,X,4,N,S,21.0,0.78,1,0
VEGUETA,14,12,2022,X,5,N,S,20.0,0.78,6,0
VEGUETA,14,12,2022,X,6,N,S,20.0,0.78,10,3
VEGUETA,14,12,2022,X,7,N,S,20.0,0.83,37,7
VEGUETA,14,12,2022,X,8,N,S,21.0,0.78,105,30
VEGUETA,14,12,2022,X,9,N,S,23.0,0.83,131,64
VEGUETA,14,12,2022,X,10,N,S,23.0,0.89,95,85
VEGUETA,14,12,2022,X,11,N,S,24.0,0.83,107,107
VEGUETA,14,12,2022,X,12,N,S,24.0,0.83,99,101
VEGUETA,14,12,2022,X,13,N,S,23.0,0.89,79,105
VEGUETA,14,12,2022,X,14,N,S,24.0,0.83,56,82
VEGUETA,14,12,2022,X,15,N,S,23.0,0.89,66,69
VEGUETA,14,12,2022,X,16,N,S,25.0,0.61,86,74
VEGUETA,14,12,2022,X,17,N,S,23.0,0.73,90,95
VEGUETA,14,12,2022,X,18,N,S,23.0,0.65,86,74
VEGUETA,14,12,2022,X,19,N,S,22.0,0.69,46,87
VEGUETA,14,12,2022,X,20,N,S,22.0,0.64,29,65
VEGUETA,14,12,2022,X,21,N,S,22.0,0.69,16,42
VEGUETA,14,12,2022,X,22,N,S,21.0,0.78,1,21
VEGUETA,14,12,2022,X,23,N,S,20.0,0.78,0,12
VEGUETA,15,12,2022,J,0,N,S,20.0,0.73,0,3
VEGUETA,15,12,2022,J,4,N,S,20.0,0.64,1,0
VEGUETA,15,12,2022,J,5,N,S,19.0,0.68,8,0
VEGUETA,15,12,2022,J,6,N,S,19.0,0.68,8,1
VEGUETA,15,12,2022,J,7,N,S,19.0,0.68,43,11
VEGUETA,15,12,2022,J,8,N,S,19.0,0.64,86,17
VEGUETA,15,12,2022,J,9,N,S,21.0,0.6,121,61
VEGUETA,15,12,2022,J,10,N,S,22.0,0.57,86,65
VEGUETA,15,12,2022,J,11,N,S,23.0,0.53,92,90
VEGUETA,15,12,2022,J,12,N,S,24.0,0.54,79,79
VEGUETA,15,12,2022,J,13,N,S,23.0,0.57,88,111
VEGUETA,15,12,2022,J,14,N,S,23.0,0.53,79,99
VEGUETA,15,12,2022,J,15,N,S,23.0,0.57,76,54
VEGUETA,15,12,2022,J,16,N,S,22.0,0.6,79,69
VEGUETA,15,12,2022,J,17,N,S,22.0,0.57,88,86
VEGUETA,15,12,2022,J,18,N,S,21.0,0.64,97,102
VEGUETA,15,12,2022,J,19,N,S,21.0,0.64,63,84
VEGUETA,15,12,2022,J,20,N,S,21.0,0.64,69,75
VEGUETA,15,12,2022,J,21,N,S,19.0,0.73,35,73
VEGUETA,15,12,2022,J,22,N,S,19.0,0.78,6,40
VEGUETA,15,12,2022,J,23,N,S,18.0,0.83,4,48
VEGUETA,16,12,2022,V,0,N,S,19.0,0.78,3,25
VEGUETA,16,12,2022,V,1,N,S,18.0,0.83,0,5
VEGUETA,16,12,2022,V,2,N,S,19.0,0.68,0,6
VEGUETA,16,12,2022,V,3,N,S,20.0,0.64,0,4
VEGUETA,16,12,2022,V,4,N,S,19.0,0.73,2,3
VEGUETA,16,12,2022,V,5,N,S,18.0,0.83,7,1
VEGUETA,16,12,2022,V,6,N,S,18.0,0.83,8,3
VEGUETA,16,12,2022,V,7,N,S,19.0,0.73,42,12
VEGUETA,16,12,2022,V,8,N,S,19.0,0.68,101,44
VEGUETA,16,12,2022,V,9,N,S,21.0,0.64,134,63
VEGUETA,16,12,2022,V,10,N,S,22.0,0.57,121,100
VEGUETA,16,12,2022,V,11,N,S,22.0,0.6,112,113
VEGUETA,16,12,2022,V,12,N,S,22.0,0.6,90,90
VEGUETA,16,12,2022,V,13,N,S,23.0,0.57,92,109
VEGUETA,16,12,2022,V,14,N,S,23.0,0.57,116,103
VEGUETA,16,12,2022,V,15,N,S,22.0,0.6,64,60
VEGUETA,16,12,2022,V,16,N,S,22.0,0.6,50,53
VEGUETA,16,12,2022,V,17,N,S,21.0,0.64,77,77
VEGUETA,16,12,2022,V,18,N,S,20.0,0.68,68,70
VEGUETA,16,12,2022,V,19,N,S,19.0,0.68,80,81
VEGUETA,16,12,2022,V,20,N,S,19.0,0.73,68,71
VEGUETA,16,12,2022,V,21,N,S,19.0,0.68,58,63
VEGUETA,16,12,2022,V,22,N,S,19.0,0.73,19,51
VEGUETA,16,12,2022,V,23,N,S,19.0,0.73,19,51
VEGUETA,17,12,2022,S,0,N,N,19.0,0.73,8,62
VEGUETA,17,12,2022,S,1,N,N,19.0,0.73,1,36
VEGUETA,17,12,2022,S,2,N,N,19.0,0.68,1,18
VEGUETA,17,12,2022,S,3,N,N,18.0,0.73,1,8
VEGUETA,17,12,2022,S,4,N,N,19.0,0.68,1,6
VEGUETA,17,12,2022,S,5,N,N,19.0,0.73,1,4
VEGUETA,17,12,2022,S,6,N,N,19.0,0.73,10,2
VEGUETA,17,12,2022,S,7,N,N,19.0,0.68,27,15
VEGUETA,17,12,2022,S,8,N,N,20.0,0.64,46,36
VEGUETA,17,12,2022,S,9,N,N,20.0,0.64,101,48
VEGUETA,17,12,2022,S,10,N,N,21.0,0.6,173,83
VEGUETA,17,12,2022,S,11,N,N,21.0,0.6,144,127
VEGUETA,17,12,2022,S,12,N,N,22.0,0.53,124,130
VEGUETA,17,12,2022,S,13,N,N,22.0,0.53,111,117
VEGUETA,17,12,2022,S,14,N,N,23.0,0.57,82,74
VEGUETA,17,12,2022,S,15,N,N,22.0,0.69,32,67
VEGUETA,17,12,2022,S,16,N,N,21.0,0.69,42,58
VEGUETA,17,12,2022,S,17,N,N,21.0,0.69,79,48
VEGUETA,17,12,2022,S,18,N,N,20.0,0.68,68,45
VEGUETA,17,12,2022,S,19,N,N,19.0,0.73,61,60
VEGUETA,17,12,2022,S,20,N,N,19.0,0.73,51,63
VEGUETA,17,12,2022,S,21,N,N,18.0,0.77,47,67
VEGUETA,17,12,2022,S,22,N,N,18.0,0.77,23,59
VEGUETA,17,12,2022,S,23,N,N,18.0,0.77,11,53
VEGUETA,18,12,2022,D,0,N,N,19.0,0.73,14,52
VEGUETA,18,12,2022,D,1,N,N,18.0,0.77,0,22
VEGUETA,18,12,2022,D,2,N,N,18.0,0.83,0,14
VEGUETA,18,12,2022,D,3,N,N,19.0,0.78,1,9
VEGUETA,18,12,2022,D,4,N,N,19.0,0.83,0,6
VEGUETA,18,12,2022,D,6,N,N,20.0,0.73,2,2
VEGUETA,18,12,2022,D,7,N,N,20.0,0.73,0,1
VEGUETA,18,12,2022,D,8,N,N,20.0,0.78,5,3
VEGUETA,18,12,2022,D,9,N,N,21.0,0.73,30,6
VEGUETA,18,12,2022,D,10,N,N,21.0,0.78,64,20
VEGUETA,18,12,2022,D,11,N,N,22.0,0.64,113,36
VEGUETA,18,12,2022,D,12,N,N,22.0,0.6,81,58
VEGUETA,18,12,2022,D,13,N,N,22.0,0.64,58,93
VEGUETA,18,12,2022,D,14,N,N,22.0,0.64,37,66
VEGUETA,18,12,2022,D,15,N,N,22.0,0.64,22,40
VEGUETA,18,12,2022,D,16,N,N,21.0,0.69,21,35
VEGUETA,18,12,2022,D,17,N,N,21.0,0.69,19,30
VEGUETA,18,12,2022,D,18,N,N,20.0,0.73,47,40
VEGUETA,18,12,2022,D,19,N,N,19.0,0.78,37,41
VEGUETA,18,12,2022,D,20,N,N,19.0,0.78,21,38
VEGUETA,18,12,2022,D,21,N,N,19.0,0.78,3,27
VEGUETA,18,12,2022,D,22,N,N,18.0,0.83,1,21
VEGUETA,18,12,2022,D,23,N,N,18.0,0.77,0,2
VEGUETA,19,12,2022,L,0,N,S,17.0,0.82,0,1
VEGUETA,19,12,2022,L,4,N,S,18.0,0.94,1,0
VEGUETA,19,12,2022,L,5,N,S,18.0,0.88,7,0
VEGUETA,19,12,2022,L,6,N,S,18.0,0.88,6,2
VEGUETA,19,12,2022,L,7,N,S,18.0,0.88,29,9
VEGUETA,19,12,2022,L,8,N,S,19.0,0.73,90,31
VEGUETA,19,12,2022,L,9,N,S,21.0,0.73,144,70
VEGUETA,19,12,2022,L,10,N,S,23.0,0.69,148,124
VEGUETA,19,12,2022,L,11,N,S,23.0,0.65,135,130
VEGUETA,19,12,2022,L,12,N,S,23.0,0.65,116,115
VEGUETA,19,12,2022,L,13,N,S,23.0,0.61,83,114
VEGUETA,19,12,2022,L,14,N,S,23.0,0.65,50,98
VEGUETA,19,12,2022,L,15,N,S,23.0,0.69,61,52
VEGUETA,19,12,2022,L,16,N,S,23.0,0.69,77,65
VEGUETA,19,12,2022,L,17,N,S,22.0,0.73,115,87
VEGUETA,19,12,2022,L,18,N,S,21.0,0.78,136,104
VEGUETA,19,12,2022,L,19,N,S,20.0,0.83,88,93
VEGUETA,19,12,2022,L,20,N,S,20.0,0.78,33,111
VEGUETA,19,12,2022,L,21,N,S,19.0,0.78,7,59
VEGUETA,19,12,2022,L,22,N,S,19.0,0.78,3,44
VEGUETA,19,12,2022,L,23,N,S,19.0,0.83,0,24
VEGUETA,20,12,2022,M,0,N,S,20.0,0.46,1,4
VEGUETA,20,12,2022,M,1,N,S,17.0,0.59,0,1
VEGUETA,20,12,2022,M,4,N,S,19.0,0.43,1,0
VEGUETA,20,12,2022,M,5,N,S,18.0,0.49,8,0
VEGUETA,20,12,2022,M,6,N,S,19.0,0.52,5,1
VEGUETA,20,12,2022,M,7,N,S,18.0,0.52,30,9
VEGUETA,20,12,2022,M,8,N,S,20.0,0.56,89,34
VEGUETA,20,12,2022,M,9,N,S,22.0,0.57,115,58
VEGUETA,20,12,2022,M,10,N,S,23.0,0.57,152,96
VEGUETA,20,12,2022,M,11,N,S,23.0,0.57,102,103
VEGUETA,20,12,2022,M,12,N,S,23.0,0.53,112,115
VEGUETA,20,12,2022,M,13,N,S,23.0,0.5,70,112
VEGUETA,20,12,2022,M,14,N,S,23.0,0.5,68,81
VEGUETA,20,12,2022,M,15,N,S,23.0,0.53,71,47
VEGUETA,20,12,2022,M,16,N,S,22.0,0.53,97,86
VEGUETA,20,12,2022,M,17,N,S,22.0,0.57,108,87
VEGUETA,20,12,2022,M,18,N,S,21.0,0.64,66,84
VEGUETA,20,12,2022,M,19,N,S,20.0,0.64,51,96
VEGUETA,20,12,2022,M,20,N,S,20.0,0.64,40,80
VEGUETA,20,12,2022,M,21,N,S,20.0,0.3,14,46
VEGUETA,20,12,2022,M,22,N,S,20.0,0.26,9,30
VEGUETA,20,12,2022,M,23,N,S,19.0,0.28,1,26
VEGUETA,21,12,2022,X,0,N,S,20.0,0.28,0,8
VEGUETA,21,12,2022,X,1,N,S,18.0,0.34,0,2
VEGUETA,21,12,2022,X,2,N,S,18.0,0.37,0,2
VEGUETA,21,12,2022,X,4,N,S,18.0,0.39,2,0
VEGUETA,21,12,2022,X,5,N,S,18.0,0.45,5,0
VEGUETA,21,12,2022,X,6,N,S,19.0,0.46,10,1
VEGUETA,21,12,2022,X,7,N,S,19.0,0.56,37,11
VEGUETA,21,12,2022,X,8,N,S,19.0,0.6,84,37
VEGUETA,21,12,2022,X,9,N,S,22.0,0.57,124,54
VEGUETA,21,12,2022,X,10,N,S,23.0,0.5,131,94
VEGUETA,21,12,2022,X,11,N,S,23.0,0.53,105,103
VEGUETA,21,12,2022,X,12,N,S,23.0,0.57,111,116
VEGUETA,21,12,2022,X,13,N,S,23.0,0.61,76,117
VEGUETA,21,12,2022,X,14,N,S,22.0,0.69,85,69
VEGUETA,21,12,2022,X,15,N,S,23.0,0.65,58,59
VEGUETA,21,12,2022,X,16,N,S,22.0,0.64,91,75
VEGUETA,21,12,2022,X,17,N,S,22.0,0.64,96,88
VEGUETA,21,12,2022,X,18,N,S,21.0,0.64,90,94
VEGUETA,21,12,2022,X,19,N,S,20.0,0.6,82,98
VEGUETA,21,12,2022,X,20,N,S,20.0,0.46,42,81
VEGUETA,21,12,2022,X,21,N,S,19.0,0.49,17,72
VEGUETA,21,12,2022,X,22,N,S,20.0,0.49,5,36
VEGUETA,21,12,2022,X,23,N,S,21.0,0.46,0,31
VEGUETA,22,12,2022,J,0,N,S,20.0,0.53,1,15
VEGUETA,22,12,2022,J,1,N,S,19.0,0.4,0,1
VEGUETA,22,12,2022,J,2,N,S,20.0,0.37,0,1
VEGUETA,22,12,2022,J,3,N,S,19.0,0.43,0,1
VEGUETA,22,12,2022,J,4,N,S,19.0,0.46,2,0
VEGUETA,22,12,2022,J,5,N,S,19.0,0.46,5,0
VEGUETA,22,12,2022,J,6,N,S,19.0,0.6,15,2
VEGUETA,22,12,2022,J,7,N,S,19.0,0.68,40,13
VEGUETA,22,12,2022,J,8,N,S,18.0,0.73,98,37
VEGUETA,22,12,2022,J,9,N,S,21.0,0.73,148,72
VEGUETA,22,12,2022,J,10,N,S,21.0,0.73,106,92
VEGUETA,22,12,2022,J,11,N,S,22.0,0.69,113,117
VEGUETA,22,12,2022,J,12,N,S,22.0,0.73,123,126
VEGUETA,22,12,2022,J,13,N,S,22.0,0.73,108,102
VEGUETA,22,12,2022,J,14,N,S,22.0,0.73,74,98
VEGUETA,22,12,2022,J,15,N,S,22.0,0.73,66,73
VEGUETA,22,12,2022,J,16,N,S,22.0,0.73,92,75
VEGUETA,22,12,2022,J,17,N,S,22.0,0.64,98,86
VEGUETA,22,12,2022,J,18,N,S,21.0,0.69,100,97
VEGUETA,22,12,2022,J,19,N,S,20.0,0.68,83,81
VEGUETA,22,12,2022,J,20,N,S,20.0,0.64,64,67
VEGUETA,22,12,2022,J,21,N,S,19.0,0.6,52,78
VEGUETA,22,12,2022,J,22,N,S,19.0,0.6,13,72
VEGUETA,22,12,2022,J,23,N,S,18.0,0.49,19,51
VEGUETA,23,12,2022,V,0,N,N,17.0,0.48,5,38
VEGUETA,23,12,2022,V,1,N,N,18.0,0.45,1,20
VEGUETA,23,12,2022,V,2,N,N,18.0,0.49,0,8
VEGUETA,23,12,2022,V,3,N,N,16.0,0.48,0,5
VEGUETA,23,12,2022,V,4,N,N,17.0,0.42,1,7
VEGUETA,23,12,2022,V,5,N,N,17.0,0.45,0,5
VEGUETA,23,12,2022,V,6,N,N,17.0,0.48,11,4
VEGUETA,23,12,2022,V,7,N,N,17.0,0.48,64,30
VEGUETA,23,12,2022,V,8,N,N,19.0,0.6,110,54
VEGUETA,23,12,2022,V,9,N,N,22.0,0.57,175,97
VEGUETA,23,12,2022,V,10,N,N,22.0,0.64,152,131
VEGUETA,23,12,2022,V,11,N,N,22.0,0.69,146,147
VEGUETA,23,12,2022,V,12,N,N,22.0,0.73,126,127
VEGUETA,23,12,2022,V,13,N,N,23.0,0.73,103,132
VEGUETA,23,12,2022,V,14,N,N,22.0,0.73,75,97
VEGUETA,23,12,2022,V,15,N,N,22.0,0.73,63,70
VEGUETA,23,12,2022,V,16,N,N,22.0,0.73,74,62
VEGUETA,23,12,2022,V,17,N,N,21.0,0.78,109,80
VEGUETA,23,12,2022,V,18,N,N,21.0,0.78,107,97
VEGUETA,23,12,2022,V,19,N,N,20.0,0.78,79,76
VEGUETA,23,12,2022,V,20,N,N,19.0,0.73,56,55
VEGUETA,23,12,2022,V,21,N,N,19.0,0.68,49,51
VEGUETA,23,12,2022,V,22,N,N,18.0,0.45,17,85
VEGUETA,23,12,2022,V,23,N,N,17.0,0.45,8,51
VEGUETA,24,12,2022,S,0,N,N,17.0,0.39,5,48
VEGUETA,24,12,2022,S,1,N,N,18.0,0.37,0,25
VEGUETA,24,12,2022,S,2,N,N,18.0,0.52,2,8
VEGUETA,24,12,2022,S,3,N,N,18.0,0.52,0,7
VEGUETA,24,12,2022,S,4,N,N,18.0,0.45,2,6
VEGUETA,24,12,2022,S,5,N,N,16.0,0.48,1,2
VEGUETA,24,12,2022,S,6,N,N,17.0,0.52,6,1
VEGUETA,24,12,2022,S,7,N,N,16.0,0.63,52,31
VEGUETA,24,12,2022,S,8,N,N,19.0,0.4,80,50
VEGUETA,24,12,2022,S,9,N,N,22.0,0.38,107,75
VEGUETA,24,12,2022,S,10,N,N,23.0,0.53,141,90
VEGUETA,24,12,2022,S,11,N,N,23.0,0.65,148,121
VEGUETA,24,12,2022,S,12,N,N,22.0,0.78,119,117
VEGUETA,24,12,2022,S,13,N,N,22.0,0.73,74,112
VEGUETA,24,12,2022,S,14,N,N,23.0,0.73,74,71
VEGUETA,24,12,2022,S,15,N,N,23.0,0.69,41,64
VEGUETA,24,12,2022,S,16,N,N,23.0,0.69,31,45
VEGUETA,24,12,2022,S,17,N,N,23.0,0.61,25,58
VEGUETA,24,12,2022,S,18,N,N,21.0,0.78,13,49
VEGUETA,24,12,2022,S,19,N,N,21.0,0.73,11,23
VEGUETA,24,12,2022,S,20,N,N,20.0,0.73,9,15
VEGUETA,24,12,2022,S,21,N,N,18.0,0.73,4,8
VEGUETA,24,12,2022,S,22,N,N,18.0,0.59,4,0
VEGUETA,24,12,2022,S,23,N,N,18.0,0.52,10,3
VEGUETA,25,12,2022,D,0,N,N,17.0,0.48,16,9
VEGUETA,25,12,2022,D,1,N,N,17.0,0.45,9,10
VEGUETA,25,12,2022,D,2,N,N,17.0,0.45,3,14
VEGUETA,25,12,2022,D,3,N,N,17.0,0.42,0,1
VEGUETA,25,12,2022,D,4,N,N,17.0,0.48,0,4
VEGUETA,25,12,2022,D,5,N,N,17.0,0.55,0,7
VEGUETA,25,12,2022,D,6,N,N,17.0,0.48,0,6
VEGUETA,25,12,2022,D,7,N,N,17.0,0.55,1,0
VEGUETA,25,12,2022,D,9,N,N,20.0,0.68,5,1
VEGUETA,25,12,2022,D,10,N,N,22.0,0.69,13,8
VEGUETA,25,12,2022,D,11,N,N,23.0,0.65,21,5
VEGUETA,25,12,2022,D,12,N,N,24.0,0.57,20,14
VEGUETA,25,12,2022,D,13,N,N,25.0,0.34,12,21
VEGUETA,25,12,2022,D,14,N,N,25.0,0.3,17,10
VEGUETA,25,12,2022,D,15,N,N,25.0,0.39,12,13
VEGUETA,25,12,2022,D,16,N,N,23.0,0.5,11,15
VEGUETA,25,12,2022,D,17,N,N,22.0,0.53,17,12
VEGUETA,25,12,2022,D,18,N,N,21.0,0.56,26,24
VEGUETA,25,12,2022,D,19,N,N,20.0,0.6,33,21
VEGUETA,25,12,2022,D,20,N,N,19.0,0.52,29,22
VEGUETA,25,12,2022,D,21,N,N,19.0,0.56,12,33
VEGUETA,25,12,2022,D,22,N,N,18.0,0.64,1,18
VEGUETA,25,12,2022,D,23,N,N,18.0,0.73,0,10
VEGUETA,26,12,2022,L,0,S,N,18.0,0.73,0,5
VEGUETA,26,12,2022,L,1,S,N,18.0,0.73,0,1
VEGUETA,26,12,2022,L,2,S,N,17.0,0.72,0,1
VEGUETA,26,12,2022,L,6,S,N,17.0,0.82,1,0
VEGUETA,26,12,2022,L,7,S,N,19.0,0.78,2,2
VEGUETA,26,12,2022,L,8,S,N,17.0,0.88,14,3
VEGUETA,26,12,2022,L,9,S,N,21.0,0.69,56,16
VEGUETA,26,12,2022,L,10,S,N,22.0,0.64,120,38
VEGUETA,26,12,2022,L,11,S,N,23.0,0.57,131,75
VEGUETA,26,12,2022,L,12,S,N,23.0,0.5,104,89
VEGUETA,26,12,2022,L,13,S,N,23.0,0.5,88,102
VEGUETA,26,12,2022,L,14,S,N,23.0,0.57,72,79
VEGUETA,26,12,2022,L,15,S,N,23.0,0.61,46,65
VEGUETA,26,12,2022,L,16,S,N,23.0,0.53,48,62
VEGUETA,26,12,2022,L,17,S,N,22.0,0.57,82,76
VEGUETA,26,12,2022,L,18,S,N,21.0,0.64,96,82
VEGUETA,26,12,2022,L,19,S,N,20.0,0.64,74,89
VEGUETA,26,12,2022,L,20,S,N,20.0,0.64,39,74
VEGUETA,26,12,2022,L,21,S,N,19.0,0.68,23,48
VEGUETA,26,12,2022,L,22,S,N,19.0,0.56,7,43
VEGUETA,26,12,2022,L,23,S,N,21.0,0.49,1,29
VEGUETA,27,12,2022,M,0,N,N,21.0,0.53,2,14
VEGUETA,27,12,2022,M,1,N,N,21.0,0.56,0,3
VEGUETA,27,12,2022,M,2,N,N,22.0,0.57,0,4
VEGUETA,27,12,2022,M,4,N,N,22.0,0.53,2,0
VEGUETA,27,12,2022,M,5,N,N,21.0,0.53,5,0
VEGUETA,27,12,2022,M,6,N,N,21.0,0.53,12,3
VEGUETA,27,12,2022,M,7,N,N,21.0,0.53,36,11
VEGUETA,27,12,2022,M,8,N,N,21.0,0.56,62,31
VEGUETA,27,12,2022,M,9,N,N,22.0,0.5,130,58
VEGUETA,27,12,2022,M,10,N,N,21.0,0.56,131,77
VEGUETA,27,12,2022,M,11,N,N,21.0,0.53,92,88
VEGUETA,27,12,2022,M,12,N,N,21.0,0.53,73,75
VEGUETA,27,12,2022,M,13,N,N,22.0,0.53,92,88
VEGUETA,27,12,2022,M,14,N,N,22.0,0.5,84,85
VEGUETA,27,12,2022,M,15,N,N,22.0,0.53,64,66
VEGUETA,27,12,2022,M,16,N,N,22.0,0.57,90,93
VEGUETA,27,12,2022,M,17,N,N,22.0,0.6,90,107
VEGUETA,27,12,2022,M,18,N,N,21.0,0.53,87,111
VEGUETA,27,12,2022,M,19,N,N,22.0,0.43,67,89
VEGUETA,27,12,2022,M,20,N,N,22.0,0.46,42,58
VEGUETA,27,12,2022,M,21,N,N,21.0,0.53,20,41
VEGUETA,27,12,2022,M,22,N,N,22.0,0.57,6,48
VEGUETA,27,12,2022,M,23,N,N,21.0,0.64,0,36
VEGUETA,28,12,2022,X,0,N,N,20.0,0.68,0,10
VEGUETA,28,12,2022,X,2,N,N,21.0,0.64,0,1
VEGUETA,28,12,2022,X,4,N,N,20.0,0.68,2,0
VEGUETA,28,12,2022,X,5,N,N,21.0,0.56,4,1
VEGUETA,28,12,2022,X,6,N,N,20.0,0.64,10,2
VEGUETA,28,12,2022,X,7,N,N,21.0,0.6,28,5
VEGUETA,28,12,2022,X,8,N,N,21.0,0.6,74,28
VEGUETA,28,12,2022,X,9,N,N,22.0,0.57,141,54
VEGUETA,28,12,2022,X,10,N,N,22.0,0.57,121,96
VEGUETA,28,12,2022,X,11,N,N,22.0,0.64,115,113
VEGUETA,28,12,2022,X,12,N,N,23.0,0.61,106,105
VEGUETA,28,12,2022,X,13,N,N,23.0,0.61,107,108
VEGUETA,28,12,2022,X,14,N,N,23.0,0.69,78,81
VEGUETA,28,12,2022,X,15,N,N,23.0,0.65,68,70
VEGUETA,28,12,2022,X,16,N,N,23.0,0.57,79,81
VEGUETA,28,12,2022,X,17,N,N,23.0,0.5,91,88
VEGUETA,28,12,2022,X,18,N,N,23.0,0.44,81,84
VEGUETA,28,12,2022,X,19,N,N,22.0,0.5,84,80
VEGUETA,28,12,2022,X,20,N,N,22.0,0.5,54,83
VEGUETA,28,12,2022,X,21,N,N,21.0,0.56,19,95
VEGUETA,28,12,2022,X,22,N,N,21.0,0.53,2,36
VEGUETA,28,12,2022,X,23,N,N,21.0,0.56,1,40
VEGUETA,29,12,2022,J,0,N,N,20.0,0.56,0,14
VEGUETA,29,12,2022,J,1,N,N,21.0,0.49,0,6
VEGUETA,29,12,2022,J,2,N,N,22.0,0.53,0,3
VEGUETA,29,12,2022,J,3,N,N,22.0,0.53,1,2
VEGUETA,29,12,2022,J,4,N,N,21.0,0.56,1,0
VEGUETA,29,12,2022,J,5,N,N,20.0,0.6,4,1
VEGUETA,29,12,2022,J,6,N,N,20.0,0.56,10,2
VEGUETA,29,12,2022,J,7,N,N,20.0,0.53,42,8
VEGUETA,29,12,2022,J,8,N,N,20.0,0.49,62,37
VEGUETA,29,12,2022,J,9,N,N,22.0,0.5,105,48
VEGUETA,29,12,2022,J,10,N,N,23.0,0.53,154,82
VEGUETA,29,12,2022,J,11,N,N,22.0,0.64,91,87
VEGUETA,29,12,2022,J,12,N,N,23.0,0.5,104,103
VEGUETA,29,12,2022,J,13,N,N,23.0,0.57,100,106
VEGUETA,29,12,2022,J,14,N,N,24.0,0.54,78,100
VEGUETA,29,12,2022,J,15,N,N,23.0,0.57,71,72
VEGUETA,29,12,2022,J,16,N,N,22.0,0.6,100,80
VEGUETA,29,12,2022,J,17,N,N,22.0,0.6,91,91
VEGUETA,29,12,2022,J,18,N,N,22.0,0.64,88,87
VEGUETA,29,12,2022,J,19,N,N,22.0,0.6,86,89
